word,pos,inverted_frequency_score
underscored,VERB,0.466
divulge,VERB,0.466
wardens,NOUN,0.466
smbs,ADJ,0.466
unreported,ADJ,0.466
tampon,NOUN,0.466
easels,NOUN,0.466
scrubbing,VERB,0.466
laughable,ADJ,0.466
momentous,ADJ,0.466
footpath,NOUN,0.466
sxga,NOUN,0.466
webform,NOUN,0.466
elkhorn,ADJ,0.466
sublet,NOUN,0.466
peaking,VERB,0.466
stichting,NOUN,0.466
menuitem,NOUN,0.466
fussy,ADJ,0.466
marshmallow,NOUN,0.466
civility,NOUN,0.466
cals,NOUN,0.466
seltzer,NOUN,0.466
homeostasis,NOUN,0.466
deluge,NOUN,0.466
squadrons,NOUN,0.466
ventricle,NOUN,0.466
goodie,NOUN,0.466
milkshake,NOUN,0.466
thrasher,NOUN,0.466
switchers,NOUN,0.466
electrolytes,NOUN,0.466
unshaved,ADJ,0.466
maneuvering,VERB,0.466
softwood,NOUN,0.466
ajay,NOUN,0.466
fluted,VERB,0.466
compacts,NOUN,0.466
similiar,VERB,0.466
egos,NOUN,0.466
rhinitis,NOUN,0.466
sweetened,VERB,0.466
aop,NOUN,0.466
pry,VERB,0.466
beastialty,NOUN,0.466
venison,NOUN,0.467
microcontrollers,NOUN,0.467
dreamhost,VERB,0.467
overcrowding,VERB,0.467
basking,VERB,0.467
retractions,NOUN,0.467
pinging,VERB,0.467
catheterization,NOUN,0.467
smears,NOUN,0.467
pare,VERB,0.467
blushing,VERB,0.467
breathes,VERB,0.467
exons,NOUN,0.467
mariachi,VERB,0.467
igi,NOUN,0.467
bday,NOUN,0.467
lectured,VERB,0.467
reseal,VERB,0.467
compositing,VERB,0.467
psone,NOUN,0.467
versione,NOUN,0.467
storys,NOUN,0.467
hotfix,VERB,0.467
babylonian,ADJ,0.467
dossiers,NOUN,0.467
arpt,VERB,0.467
hairdryers,NOUN,0.467
axon,NOUN,0.467
annonce,VERB,0.467
chubbyland,NOUN,0.467
deflation,NOUN,0.467
pdo,VERB,0.467
morte,NOUN,0.467
worsened,VERB,0.467
reconstituted,VERB,0.467
skillfully,ADV,0.467
heady,ADJ,0.467
ddi,VERB,0.467
bombarded,VERB,0.467
badlands,NOUN,0.467
deploys,VERB,0.467
celts,NOUN,0.467
pols,NOUN,0.467
internets,NOUN,0.467
bathed,VERB,0.467
resultados,NOUN,0.467
intractable,ADJ,0.467
corresponded,VERB,0.467
musicmoz,NOUN,0.467
toothbrushes,NOUN,0.467
speckled,ADJ,0.467
enumerate,VERB,0.467
persuading,VERB,0.467
diskettes,NOUN,0.467
resonate,VERB,0.467
intellivision,NOUN,0.467
advertises,VERB,0.467
fives,NOUN,0.467
diphtheria,NOUN,0.467
gravatar,NOUN,0.467
outfield,NOUN,0.467
carcinogenesis,NOUN,0.467
incrementally,ADV,0.467
pqi,NOUN,0.468
hoard,VERB,0.468
lenght,NOUN,0.468
acompanhante,NOUN,0.468
orm,NOUN,0.468
courting,VERB,0.468
petrie,NOUN,0.468
terrapins,NOUN,0.468
ccie,NOUN,0.468
mathml,VERB,0.468
legalization,NOUN,0.468
allendale,ADJ,0.468
lading,VERB,0.468
modernize,VERB,0.468
woodcock,NOUN,0.468
gert,VERB,0.468
restarts,VERB,0.468
churning,VERB,0.468
chariots,NOUN,0.468
streamer,NOUN,0.468
accumulator,NOUN,0.468
battalions,NOUN,0.468
unquestionably,ADV,0.468
crocus,NOUN,0.468
presque,ADJ,0.468
citizenry,NOUN,0.468
reproach,NOUN,0.468
unfpa,ADJ,0.468
ewido,NOUN,0.468
offtopic,ADJ,0.468
laundromat,NOUN,0.468
redeemable,ADJ,0.468
maxillofacial,ADJ,0.468
slutsfree,VERB,0.468
revolutionaries,NOUN,0.468
creamed,VERB,0.468
tarp,NOUN,0.468
schering,NOUN,0.468
aten,VERB,0.468
chimpanzee,NOUN,0.468
flurries,NOUN,0.468
meson,NOUN,0.468
parathyroid,NOUN,0.468
analgesia,NOUN,0.468
lieder,NOUN,0.468
trumpeter,NOUN,0.468
nqa,NOUN,0.468
elp,VERB,0.468
straws,NOUN,0.468
serrated,VERB,0.468
puny,ADJ,0.468
nannies,NOUN,0.468
emphatically,ADV,0.468
pawtucket,NOUN,0.468
reassured,VERB,0.468
bimonthly,ADJ,0.468
senna,NOUN,0.468
perceiving,VERB,0.468
wardrobes,NOUN,0.468
commendation,NOUN,0.468
surgically,ADV,0.468
nongovernmental,ADJ,0.468
inge,VERB,0.468
rmdir,VERB,0.468
miso,NOUN,0.469
hydrostatic,VERB,0.469
cheaters,NOUN,0.469
contending,VERB,0.469
patriarchal,ADJ,0.469
spelt,VERB,0.469
barks,VERB,0.469
nerdy,ADJ,0.469
megastores,NOUN,0.469
dodging,VERB,0.469
imperatives,NOUN,0.469
bpd,NOUN,0.469
archetype,NOUN,0.469
antiseptic,ADJ,0.469
browned,VERB,0.469
highlanders,NOUN,0.469
techworld,NOUN,0.469
vnd,VERB,0.469
shamanism,NOUN,0.469
ligaments,NOUN,0.469
reiserfs,VERB,0.469
crea,VERB,0.469
ences,NOUN,0.469
wurde,ADJ,0.469
fizz,NOUN,0.469
upheaval,NOUN,0.469
rationalize,VERB,0.469
cringe,VERB,0.469
unearth,VERB,0.469
biopsies,NOUN,0.469
inconclusive,ADJ,0.469
hookups,NOUN,0.469
thermostats,NOUN,0.469
sugarcane,NOUN,0.469
moldovan,ADJ,0.469
mouthful,ADJ,0.469
xerces,NOUN,0.469
subclause,NOUN,0.469
classname,NOUN,0.469
gauche,NOUN,0.469
makefiles,NOUN,0.469
sheesh,INTJ,0.469
birdwatching,NOUN,0.469
speakeasy,NOUN,0.469
harpers,NOUN,0.469
complicity,NOUN,0.469
epitopes,NOUN,0.469
unstrung,ADJ,0.469
drivel,NOUN,0.469
tendons,NOUN,0.469
foci,NOUN,0.469
toppings,NOUN,0.469
cantilever,NOUN,0.469
thrives,VERB,0.469
biloba,NOUN,0.469
pth,NOUN,0.469
tweety,NOUN,0.469
initializes,VERB,0.469
penchant,NOUN,0.469
drab,ADJ,0.469
roared,VERB,0.469
prospector,NOUN,0.469
unwise,ADJ,0.469
financier,NOUN,0.47
allegory,NOUN,0.47
harbours,VERB,0.47
stifle,VERB,0.47
pareto,NOUN,0.47
lymphoid,ADJ,0.47
apacer,NOUN,0.47
paradoxical,ADJ,0.47
forklifts,NOUN,0.47
pvs,NOUN,0.47
refuges,NOUN,0.47
stateless,ADJ,0.47
virtua,NOUN,0.47
rousing,VERB,0.47
statehood,NOUN,0.47
knelt,VERB,0.47
radiating,VERB,0.47
devour,VERB,0.47
insanely,ADV,0.47
treachery,NOUN,0.47
petting,VERB,0.47
inoculated,VERB,0.47
aidable,ADJ,0.47
bubblegum,NOUN,0.47
princesses,NOUN,0.47
taxidermy,NOUN,0.47
esubscribe,NOUN,0.47
portraiture,NOUN,0.47
incapacitated,VERB,0.47
itravel,VERB,0.47
pashmina,NOUN,0.47
attested,VERB,0.47
anthropologists,NOUN,0.47
glues,VERB,0.47
undercut,VERB,0.47
cstv,VERB,0.47
roaster,NOUN,0.47
overcrowded,ADJ,0.47
warring,VERB,0.47
hypertrophy,NOUN,0.47
arouse,VERB,0.47
wobble,VERB,0.47
ticked,VERB,0.47
boilermakers,NOUN,0.47
counterstrike,NOUN,0.47
hinterland,NOUN,0.47
sufi,NOUN,0.47
milfcruiser,NOUN,0.47
afdc,VERB,0.47
niggaz,VERB,0.47
housewarming,NOUN,0.47
regenerative,ADJ,0.47
purged,VERB,0.47
liquidators,NOUN,0.47
repulsive,ADJ,0.47
bagless,VERB,0.47
bleachers,NOUN,0.47
deodorants,NOUN,0.47
bacteriophage,NOUN,0.47
prez,NOUN,0.47
seclusion,NOUN,0.47
brasileiros,NOUN,0.47
transect,VERB,0.47
thumbshots,NOUN,0.47
elucidate,VERB,0.471
fated,VERB,0.471
soloists,NOUN,0.471
frighten,VERB,0.471
amputation,NOUN,0.471
sinusoidal,VERB,0.471
manpage,VERB,0.471
babys,NOUN,0.471
crossovers,NOUN,0.471
parsers,NOUN,0.471
lsl,VERB,0.471
hauler,NOUN,0.471
cataloguing,VERB,0.471
fotosearch,NOUN,0.471
usfs,ADJ,0.471
leappad,VERB,0.471
interesdting,VERB,0.471
halts,VERB,0.471
headroom,NOUN,0.471
fortnightly,ADV,0.471
yerba,NOUN,0.471
subtlety,NOUN,0.471
creditable,ADJ,0.471
clearfield,NOUN,0.471
protruding,VERB,0.471
appreciable,ADJ,0.471
stabilisation,NOUN,0.471
delicacy,NOUN,0.471
sayers,NOUN,0.471
cinch,VERB,0.471
futility,NOUN,0.471
intangibles,NOUN,0.471
dumplings,NOUN,0.471
diesen,VERB,0.471
flak,NOUN,0.471
cubed,VERB,0.471
yuck,NOUN,0.471
upholds,VERB,0.471
enlistment,NOUN,0.471
textbox,VERB,0.471
inroads,NOUN,0.471
blissful,ADJ,0.471
erythrocytes,NOUN,0.471
dinky,ADJ,0.471
boasted,VERB,0.471
stirs,VERB,0.471
platonic,ADJ,0.471
donkeys,NOUN,0.471
injunctive,VERB,0.471
honed,VERB,0.471
coincidentally,ADV,0.471
microm,NOUN,0.471
portugues,NOUN,0.471
pil,NOUN,0.471
deathmatch,VERB,0.471
pollination,NOUN,0.471
ews,NOUN,0.471
synchro,NOUN,0.471
chutney,NOUN,0.471
averse,ADJ,0.471
naturopathic,ADJ,0.471
afield,ADV,0.471
dermatologist,NOUN,0.471
thumbnailpost,VERB,0.472
casein,NOUN,0.472
endearing,ADJ,0.472
mishap,NOUN,0.472
lackey,NOUN,0.472
direc,NOUN,0.472
labors,NOUN,0.472
whooping,VERB,0.472
normals,NOUN,0.472
sonnets,NOUN,0.472
scrum,VERB,0.472
everyman,NOUN,0.472
musing,VERB,0.472
barricade,VERB,0.472
inquest,NOUN,0.472
snipe,VERB,0.472
footballers,NOUN,0.472
metropole,NOUN,0.472
multicenter,NOUN,0.472
hapless,ADJ,0.472
convenor,NOUN,0.472
proteome,NOUN,0.472
warheads,NOUN,0.472
radiologist,NOUN,0.472
ably,ADV,0.472
hitches,NOUN,0.472
palettes,NOUN,0.472
gunman,NOUN,0.472
traversed,VERB,0.472
sparsely,ADV,0.472
shrinks,VERB,0.472
uwb,NOUN,0.472
nutri,ADJ,0.472
fib,NOUN,0.472
guilders,NOUN,0.472
filmpje,NOUN,0.472
indexer,NOUN,0.472
ofdm,NOUN,0.472
ail,NOUN,0.472
innkeeper,NOUN,0.472
localised,VERB,0.472
recom,VERB,0.472
downgraded,VERB,0.472
ncep,NOUN,0.472
mistrust,NOUN,0.472
overcomes,VERB,0.472
lordship,NOUN,0.472
jeez,INTJ,0.472
unbuffered,ADJ,0.472
phoning,VERB,0.472
spacey,ADJ,0.472
albatron,NOUN,0.472
egregious,ADJ,0.472
breakpoints,NOUN,0.472
mortage,NOUN,0.472
legato,NOUN,0.472
agarose,VERB,0.472
reservados,NOUN,0.472
badass,ADJ,0.472
cfi,NOUN,0.472
transacted,VERB,0.472
carvalho,VERB,0.472
chaplains,NOUN,0.472
conventionally,ADV,0.472
mainpage,NOUN,0.473
perceptive,ADJ,0.473
mccord,NOUN,0.473
lard,NOUN,0.473
darwinism,NOUN,0.473
workarounds,NOUN,0.473
omia,NOUN,0.473
rediff,NOUN,0.473
lecithin,NOUN,0.473
destitute,ADJ,0.473
lates,NOUN,0.473
disbanded,VERB,0.473
singly,ADV,0.473
recertification,NOUN,0.473
phosphorylated,VERB,0.473
fusing,VERB,0.473
nerc,NOUN,0.473
abuser,NOUN,0.473
sevens,NOUN,0.473
headless,ADJ,0.473
anatomic,ADJ,0.473
watercooler,NOUN,0.473
petrified,VERB,0.473
emigrants,NOUN,0.473
rattling,VERB,0.473
artes,NOUN,0.473
thane,NOUN,0.473
hypo,ADJ,0.473
salve,NOUN,0.473
hadron,NOUN,0.473
marseilles,NOUN,0.473
grates,NOUN,0.473
fissure,NOUN,0.473
curtail,VERB,0.473
legalize,VERB,0.473
transom,NOUN,0.473
talker,NOUN,0.473
divorces,VERB,0.473
mils,NOUN,0.473
picayune,ADJ,0.473
vitesse,NOUN,0.473
winks,VERB,0.473
loopholes,NOUN,0.473
playset,NOUN,0.473
soit,NOUN,0.473
novelists,NOUN,0.473
massacration,NOUN,0.473
bestow,VERB,0.473
frontman,NOUN,0.473
autologous,ADJ,0.473
wiretaps,NOUN,0.473
homespun,ADJ,0.473
hulls,NOUN,0.473
enraged,VERB,0.473
blotter,NOUN,0.473
menubar,NOUN,0.473
complimented,VERB,0.473
sitters,NOUN,0.473
intonation,NOUN,0.473
proclaims,VERB,0.473
jod,NOUN,0.473
dissecting,VERB,0.473
programing,NOUN,0.473
humpback,VERB,0.474
reprocessing,VERB,0.474
bartending,VERB,0.474
sshd,VERB,0.474
opodo,VERB,0.474
clamped,VERB,0.474
retracted,VERB,0.474
fantastico,VERB,0.474
friar,NOUN,0.474
hospitable,ADJ,0.474
schiffer,NOUN,0.474
melodrama,NOUN,0.474
preclinical,ADJ,0.474
sfn,NOUN,0.474
creased,ADJ,0.474
wheelers,NOUN,0.474
preparer,NOUN,0.474
deductive,ADJ,0.474
postures,NOUN,0.474
trapper,NOUN,0.474
makeshift,ADJ,0.474
pygmy,NOUN,0.474
tattered,ADJ,0.474
environnement,NOUN,0.474
tachometer,NOUN,0.474
embarrass,VERB,0.474
nonproliferation,NOUN,0.474
slanted,ADJ,0.474
plagues,NOUN,0.474
orchestration,NOUN,0.474
adipose,ADJ,0.474
harvests,VERB,0.474
freeservers,NOUN,0.474
potting,VERB,0.474
uncomplicated,ADJ,0.474
progs,NOUN,0.474
surged,VERB,0.474
ues,NOUN,0.474
sife,NOUN,0.474
natured,ADJ,0.474
clemency,NOUN,0.474
woolly,ADJ,0.474
gedcom,VERB,0.474
ligation,NOUN,0.474
blemish,VERB,0.474
deconstruction,NOUN,0.474
inductance,NOUN,0.474
topicparent,VERB,0.474
zanaflex,NOUN,0.474
ajouter,NOUN,0.474
reallocation,NOUN,0.474
bushels,NOUN,0.474
tapers,VERB,0.474
teleport,VERB,0.474
skylights,NOUN,0.474
geniuses,NOUN,0.474
rehabilitative,VERB,0.474
swab,VERB,0.474
rind,NOUN,0.474
boombox,NOUN,0.474
prorated,VERB,0.474
whiskers,NOUN,0.474
pansy,NOUN,0.474
reassignment,NOUN,0.474
hydrodynamic,ADJ,0.475
confirmations,NOUN,0.475
postulated,VERB,0.475
huntsman,NOUN,0.475
unlabeled,ADJ,0.475
perpetually,ADV,0.475
soundings,NOUN,0.475
evicted,VERB,0.475
differentiates,VERB,0.475
divisible,ADJ,0.475
multiprocessor,NOUN,0.475
tabla,NOUN,0.475
celluloid,NOUN,0.475
identically,ADV,0.475
accumulations,NOUN,0.475
lightness,NOUN,0.475
admirers,NOUN,0.475
sessional,ADJ,0.475
pagination,NOUN,0.475
webtopiclist,VERB,0.475
infopop,VERB,0.475
mustache,NOUN,0.475
truncate,VERB,0.475
polygraph,NOUN,0.475
digress,VERB,0.475
overseen,VERB,0.475
thotlib,VERB,0.475
revolutionize,VERB,0.475
dwindling,VERB,0.475
mailorder,NOUN,0.475
fetuses,NOUN,0.475
arcades,NOUN,0.475
baggy,NOUN,0.475
jeweled,ADJ,0.475
childbearing,VERB,0.475
crayfish,VERB,0.475
rejoicing,VERB,0.475
heist,NOUN,0.475
repaint,VERB,0.475
contr,VERB,0.475
spastic,ADJ,0.475
dickie,NOUN,0.475
suprised,ADJ,0.475
quiver,NOUN,0.475
piezoelectric,VERB,0.475
cutouts,NOUN,0.475
sylvie,NOUN,0.475
frequented,VERB,0.475
enw,ADJ,0.475
coronet,NOUN,0.475
discredited,VERB,0.475
taverns,NOUN,0.475
prodigal,ADJ,0.475
subsidised,ADJ,0.475
arcsec,NOUN,0.475
wield,VERB,0.475
resolute,ADJ,0.475
adage,NOUN,0.475
getter,VERB,0.475
mimics,VERB,0.475
watermarking,VERB,0.475
aftercare,NOUN,0.475
wetter,ADV,0.475
appz,ADJ,0.476
ecl,VERB,0.476
gview,VERB,0.476
diastolic,ADJ,0.476
defaulted,VERB,0.476
cesarean,NOUN,0.476
dialling,VERB,0.476
rescinded,VERB,0.476
conjure,VERB,0.476
rote,VERB,0.476
discoloration,NOUN,0.476
recitals,NOUN,0.476
iles,NOUN,0.476
adrift,ADJ,0.476
confiscation,NOUN,0.476
collages,NOUN,0.476
enabler,NOUN,0.476
stings,NOUN,0.476
gezondheid,NOUN,0.476
budge,VERB,0.476
lufkin,NOUN,0.476
ilk,NOUN,0.476
tenge,VERB,0.476
herbals,NOUN,0.476
moderates,NOUN,0.476
chairmanship,NOUN,0.476
silks,NOUN,0.476
malformed,ADJ,0.476
sequins,NOUN,0.476
seatbelt,NOUN,0.476
dumbbell,NOUN,0.476
chasers,NOUN,0.476
hamer,NOUN,0.476
redissemination,NOUN,0.476
fringed,ADJ,0.476
supplementing,VERB,0.476
lowrider,NOUN,0.476
liaise,VERB,0.476
citric,NOUN,0.476
opentype,ADJ,0.476
goblins,NOUN,0.476
delineate,VERB,0.476
nitride,NOUN,0.476
organist,NOUN,0.476
achievers,NOUN,0.476
unbonded,ADJ,0.476
kneel,VERB,0.476
subdir,VERB,0.476
rehearing,VERB,0.476
illuminations,NOUN,0.476
balmain,NOUN,0.476
chuckled,VERB,0.476
scn,NOUN,0.476
alloc,VERB,0.476
excels,VERB,0.476
scipy,NOUN,0.476
depositary,NOUN,0.476
caveman,NOUN,0.476
starfire,NOUN,0.476
furthest,ADJ,0.476
virulent,ADJ,0.476
masts,NOUN,0.476
garret,NOUN,0.476
placemats,NOUN,0.476
pathologic,ADJ,0.477
commendable,ADJ,0.477
bunnyteens,NOUN,0.477
inadequacy,NOUN,0.477
barbaric,ADJ,0.477
otitis,NOUN,0.477
ordinators,NOUN,0.477
deliciously,ADV,0.477
ruse,NOUN,0.477
eatery,NOUN,0.477
cytosolic,ADJ,0.477
glycerin,NOUN,0.477
tailings,NOUN,0.477
shirtless,ADJ,0.477
lifelike,ADJ,0.477
boardhost,VERB,0.477
culled,VERB,0.477
mkportal,ADJ,0.477
muss,VERB,0.477
tumblers,NOUN,0.477
hideout,NOUN,0.477
lrs,NOUN,0.477
calcite,NOUN,0.477
fpu,ADJ,0.477
gunshot,VERB,0.477
supposing,VERB,0.477
sculptors,NOUN,0.477
spud,NOUN,0.477
nology,NOUN,0.477
lense,NOUN,0.477
unverified,ADJ,0.477
untapped,ADJ,0.477
pmsa,VERB,0.477
recensioni,VERB,0.477
batty,VERB,0.477
dwr,NOUN,0.477
zealous,ADJ,0.477
fingernails,NOUN,0.477
ocarina,NOUN,0.477
itis,VERB,0.477
hahahaha,NOUN,0.477
romenesko,ADV,0.477
croc,NOUN,0.477
rattlesnake,NOUN,0.477
ftes,NOUN,0.477
iridescent,ADJ,0.477
reposted,VERB,0.477
moduli,NOUN,0.477
ery,ADJ,0.477
payoffs,NOUN,0.477
tpi,NOUN,0.477
robberies,NOUN,0.477
defrost,VERB,0.477
biomarkers,NOUN,0.477
consecutively,ADV,0.477
elms,NOUN,0.477
excelled,VERB,0.477
bongs,NOUN,0.477
loox,NOUN,0.477
pretzels,NOUN,0.477
anmelden,ADV,0.477
vdd,NOUN,0.477
underdeveloped,ADJ,0.477
twine,VERB,0.477
meteors,NOUN,0.478
feta,VERB,0.478
assemblyman,NOUN,0.478
enforcer,NOUN,0.478
suk,VERB,0.478
judicious,ADJ,0.478
unaltered,ADJ,0.478
customarily,ADV,0.478
collation,NOUN,0.478
cillin,VERB,0.478
bility,NOUN,0.478
mingw,ADJ,0.478
sarees,NOUN,0.478
aaas,NOUN,0.478
diction,NOUN,0.478
unoccupied,ADJ,0.478
bloopers,NOUN,0.478
tigris,NOUN,0.478
pedestals,NOUN,0.478
cytoskeleton,NOUN,0.478
maximising,VERB,0.478
tribulations,NOUN,0.478
hoists,NOUN,0.478
fichier,NOUN,0.478
sgr,NOUN,0.478
scrubber,NOUN,0.478
gratuites,NOUN,0.478
reentry,NOUN,0.478
meilleurs,NOUN,0.478
buisness,NOUN,0.478
freepics,NOUN,0.478
kbit,NOUN,0.478
logarithm,NOUN,0.478
granola,NOUN,0.478
inefficiencies,NOUN,0.478
monocular,ADJ,0.478
ferrite,NOUN,0.478
formato,NOUN,0.478
buckwheat,NOUN,0.478
enshrined,VERB,0.478
surpasses,VERB,0.478
yearling,VERB,0.478
autorun,VERB,0.478
agape,NOUN,0.478
undifferentiated,ADJ,0.478
flowershop,NOUN,0.478
evp,NOUN,0.478
wrenching,VERB,0.478
damnation,NOUN,0.478
reaffirm,VERB,0.478
dynix,NOUN,0.478
rapidity,NOUN,0.478
oooo,INTJ,0.478
deleterious,ADJ,0.478
weblogging,VERB,0.478
cluttered,ADJ,0.478
sportsmanship,NOUN,0.478
relievers,NOUN,0.478
intersecting,VERB,0.478
lampoon,VERB,0.478
airtight,NOUN,0.478
firming,VERB,0.478
mrtg,NOUN,0.478
annular,ADJ,0.479
hallmarks,NOUN,0.479
sparking,VERB,0.479
anale,NOUN,0.479
alluvial,ADJ,0.479
incisive,ADJ,0.479
concealing,VERB,0.479
clutching,VERB,0.479
usfws,NOUN,0.479
adic,ADJ,0.479
nns,NOUN,0.479
pmd,NOUN,0.479
drifts,VERB,0.479
tenement,NOUN,0.479
ized,ADJ,0.479
guardianfilms,NOUN,0.479
gryffindor,NOUN,0.479
discernment,NOUN,0.479
ror,NOUN,0.479
chalice,NOUN,0.479
blogspot,NOUN,0.479
hypocrite,NOUN,0.479
obsolescence,NOUN,0.479
linguists,NOUN,0.479
blogads,NOUN,0.479
recode,VERB,0.479
onus,NOUN,0.479
harrowing,VERB,0.479
prefect,NOUN,0.479
oks,NOUN,0.479
reservists,NOUN,0.479
sweetly,ADV,0.479
blaupunkt,VERB,0.479
cleave,VERB,0.479
flimsy,ADJ,0.479
statins,NOUN,0.479
descendancy,NOUN,0.479
obsoleted,VERB,0.479
mlp,NOUN,0.479
rearrangement,NOUN,0.479
disulfide,NOUN,0.479
bypassed,VERB,0.479
onefit,VERB,0.479
interp,NOUN,0.479
neutralizing,VERB,0.479
occupiers,NOUN,0.479
kingpin,NOUN,0.479
relaying,VERB,0.479
bga,VERB,0.479
bedded,VERB,0.479
shivering,VERB,0.479
overlord,NOUN,0.479
daffodil,NOUN,0.479
devotionals,NOUN,0.479
figueroa,NOUN,0.479
formality,NOUN,0.479
produit,NOUN,0.479
warenkorb,NOUN,0.479
archivos,ADJ,0.479
mangroves,NOUN,0.479
lymphocytic,ADJ,0.479
suffices,VERB,0.479
whosoever,VERB,0.479
comte,NOUN,0.48
undetectable,ADJ,0.48
infact,AUX,0.48
graced,VERB,0.48
vermeil,ADJ,0.48
silage,NOUN,0.48
statuary,ADJ,0.48
ejaculate,VERB,0.48
goudy,VERB,0.48
bilge,NOUN,0.48
texto,NOUN,0.48
prolactin,NOUN,0.48
bejeweled,VERB,0.48
intermittently,ADV,0.48
chewy,ADJ,0.48
armaments,NOUN,0.48
decimation,NOUN,0.48
grins,VERB,0.48
chewed,VERB,0.48
hypotension,NOUN,0.48
stateful,ADJ,0.48
pypy,VERB,0.48
accomplishes,VERB,0.48
tta,VERB,0.48
patterning,NOUN,0.48
inapplicable,ADJ,0.48
cheep,ADJ,0.48
ldr,NOUN,0.48
preexisting,VERB,0.48
coffeemaker,NOUN,0.48
bly,VERB,0.48
superconductivity,NOUN,0.48
corrie,NOUN,0.48
scour,VERB,0.48
motionless,ADJ,0.48
dueling,VERB,0.48
notaries,NOUN,0.48
challengers,NOUN,0.48
galant,NOUN,0.48
fallow,VERB,0.48
reshape,VERB,0.48
indictments,NOUN,0.48
leapt,VERB,0.48
gainers,NOUN,0.48
poway,NOUN,0.48
widower,NOUN,0.48
quagmire,NOUN,0.48
physiologic,ADJ,0.48
optimality,NOUN,0.48
riyal,VERB,0.48
purging,VERB,0.48
cleansed,VERB,0.48
cerebellar,ADJ,0.48
summarises,VERB,0.48
fainting,VERB,0.48
theorist,NOUN,0.48
scaring,VERB,0.48
serviceable,ADJ,0.48
heartwarming,VERB,0.48
obstructed,VERB,0.48
strider,NOUN,0.48
indigestion,NOUN,0.48
cannonball,NOUN,0.48
snowflakes,NOUN,0.48
massacres,NOUN,0.481
entailed,VERB,0.481
curative,ADJ,0.481
traitors,NOUN,0.481
lull,VERB,0.481
patently,ADV,0.481
rinsed,VERB,0.481
delectable,ADJ,0.481
bitmaps,NOUN,0.481
analytically,ADV,0.481
aramaic,ADJ,0.481
bogged,VERB,0.481
incremented,VERB,0.481
homem,NOUN,0.481
valorem,NOUN,0.481
publicist,NOUN,0.481
acb,NOUN,0.481
fanciful,ADJ,0.481
tempera,NOUN,0.481
recyclers,NOUN,0.481
intermediation,NOUN,0.481
lacing,NOUN,0.481
aggregating,VERB,0.481
mystics,NOUN,0.481
soundboard,NOUN,0.481
teapots,NOUN,0.481
rif,NOUN,0.481
neb,NOUN,0.481
smartdisk,NOUN,0.481
fresher,ADJ,0.481
boho,NOUN,0.481
consummate,VERB,0.481
titration,NOUN,0.481
boney,ADJ,0.481
brows,NOUN,0.481
lino,NOUN,0.481
lcm,NOUN,0.481
skimmer,NOUN,0.481
technic,NOUN,0.481
mccullagh,NOUN,0.481
gats,NOUN,0.481
erlbaum,NOUN,0.481
sketchy,ADJ,0.481
gooseneck,NOUN,0.481
tiffin,NOUN,0.481
pacer,NOUN,0.481
domesticated,VERB,0.481
battersea,NOUN,0.481
noname,ADJ,0.481
gung,ADJ,0.481
asv,NOUN,0.481
outboards,NOUN,0.481
dismayed,VERB,0.481
steered,VERB,0.481
tbi,NOUN,0.481
tentec,VERB,0.481
pixmap,NOUN,0.481
bitty,NOUN,0.481
remitted,VERB,0.481
shew,VERB,0.481
miraculously,ADV,0.481
lapses,NOUN,0.481
stethoscope,NOUN,0.481
monotonic,ADJ,0.481
dwells,VERB,0.482
penitentiary,NOUN,0.482
kahuna,NOUN,0.482
shrewd,ADJ,0.482
washroom,NOUN,0.482
neurotransmitter,NOUN,0.482
intercity,VERB,0.482
micros,NOUN,0.482
flack,NOUN,0.482
amortisation,NOUN,0.482
pfu,NOUN,0.482
tonite,NOUN,0.482
distros,NOUN,0.482
teething,VERB,0.482
impatience,NOUN,0.482
mechanistic,ADJ,0.482
flawlessly,ADV,0.482
lidar,NOUN,0.482
whatnot,ADV,0.482
crass,ADJ,0.482
jot,VERB,0.482
cartographic,NOUN,0.482
preconditions,NOUN,0.482
gardenia,NOUN,0.482
adland,NOUN,0.482
miembro,VERB,0.482
gott,VERB,0.482
biotic,ADJ,0.482
benevolence,NOUN,0.482
zathura,NOUN,0.482
fudforum,VERB,0.482
suspiciously,ADV,0.482
taro,NOUN,0.482
reprimand,VERB,0.482
mangled,VERB,0.482
staunch,ADJ,0.482
socialize,VERB,0.482
deepwater,ADJ,0.482
shaven,ADJ,0.482
ruleset,VERB,0.482
viscose,NOUN,0.482
manhunt,NOUN,0.482
pavers,NOUN,0.482
fez,NOUN,0.482
occupier,NOUN,0.482
lunchbox,NOUN,0.482
euchre,NOUN,0.482
molestation,NOUN,0.482
quarts,NOUN,0.482
paychecks,NOUN,0.482
yells,VERB,0.482
suitcases,NOUN,0.482
postel,NOUN,0.482
tutu,NOUN,0.482
paisa,NOUN,0.482
wbs,NOUN,0.482
vocab,NOUN,0.482
mmhg,NOUN,0.482
lacs,NOUN,0.482
blindfolded,VERB,0.482
clocking,VERB,0.482
hemorrhagic,ADJ,0.482
premiers,NOUN,0.482
wraith,VERB,0.483
fone,NOUN,0.483
crores,NOUN,0.483
classifiers,NOUN,0.483
nimble,ADJ,0.483
rtt,VERB,0.483
videorecording,VERB,0.483
kickstart,VERB,0.483
hyacinth,NOUN,0.483
biggie,NOUN,0.483
neutralization,NOUN,0.483
durst,VERB,0.483
